AnimalType,SexUponOutcome,AgeUponOutcome,Breed1,Breed2,Color,Outcome
Cat,Intact Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Neutered Male,270,Cardigan Welsh Corgi,Cardigan Welsh Corgi,Fawn/White,Adoption/
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Unknown,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/Partner
Cat,Spayed Female,1825,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Transfer/SCRP
Dog,Spayed Female,240,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Chocolate/White,Adoption/
Dog,Intact Male,365,Cairn Terrier Mix,Cairn Terrier Mix,Cream,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/Foster
Cat,Neutered Male,90,Domestic Shorthair,Domestic Shorthair,Black/White,Return_to_owner/
Dog,Intact Male,5110,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Chocolate/White,Return_to_owner/
Dog,Neutered Male,2555,Labrador Retriever Mix,Labrador Retriever Mix,Chocolate,Return_to_owner/
Dog,Neutered Male,730,Shih Tzu,Shih Tzu,Gray/White,Adoption/
Dog,Spayed Female,180,Plott Hound Mix,Plott Hound Mix,Brown Brindle,Transfer/Partner
Dog,Neutered Male,330,Australian Shepherd Mix,Australian Shepherd Mix,Tan/White,Adoption/
Dog,Neutered Male,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Adoption/
Cat,Intact Female,60,Domestic Longhair Mix,Domestic Longhair Mix,Black/White,Transfer/Partner
Dog,Neutered Male,365,Labrador Retriever,Border Collie,Black/White,Adoption/
Cat,Intact Female,28,Siamese Mix,Siamese Mix,Blue Point,Euthanasia/Suffering
Dog,Neutered Male,1460,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White/Brown,Euthanasia/Suffering
Cat,Neutered Male,2920,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,Adoption/
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Dog,Spayed Female,60,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown/White,Adoption/
Cat,Spayed Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Adoption/
Dog,Intact Male,730,Labrador Retriever,Great Dane,Tan/Black,Euthanasia/Aggressive
Dog,Neutered Male,2190,Dachshund Mix,Dachshund Mix,Brown,Return_to_owner/
Dog,Spayed Female,330,Boxer Mix,Boxer Mix,Brown Brindle/White,Transfer/Partner
Dog,Spayed Female,365,Labrador Retriever Mix,Labrador Retriever Mix,Tan/White,Transfer/Partner
Dog,Neutered Male,1460,Shih Tzu,Miniature Poodle,Apricot/White,Transfer/Partner
Cat,Neutered Male,60,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue/White,Adoption/Foster
Dog,Neutered Male,730,Pit Bull Mix,Pit Bull Mix,Red,Transfer/Partner
Dog,Spayed Female,60,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Red Merle/Black,Adoption/
Cat,Neutered Male,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Cat,Neutered Male,2920,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Cat,Neutered Male,1095,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Return_to_owner/
Dog,Neutered Male,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/White,Adoption/
Dog,Intact Male,60,Australian Cattle Dog Mix,Australian Cattle Dog Mix,White/Brown,Transfer/Partner
Cat,Intact Female,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Dog,Neutered Male,1460,German Shepherd Mix,German Shepherd Mix,Brown,Adoption/Foster
Cat,Neutered Male,1825,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Dog,Spayed Female,730,Pointer Mix,Pointer Mix,Chocolate/White,Adoption/
Cat,Intact Female,180,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Calico,Transfer/SCRP
Dog,Spayed Female,730,Miniature Poodle Mix,Miniature Poodle Mix,Black/Gray,Transfer/Partner
Dog,Spayed Female,3650,Collie Smooth,Chow Chow,Sable,Return_to_owner/
Cat,Intact Male,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/SCRP
Cat,Intact Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Transfer/Partner
Dog,Neutered Male,180,Cocker Spaniel Mix,Cocker Spaniel Mix,Sable,Adoption/
Dog,Neutered Male,2920,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Return_to_owner/
Dog,Neutered Male,180,Labrador Retriever Mix,Labrador Retriever Mix,Buff,Adoption/
Cat,Intact Male,90,Siamese Mix,Siamese Mix,Seal Point,Transfer/Partner
Dog,Spayed Female,365,Rottweiler,Labrador Retriever,Black/Tan,Adoption/
Dog,Spayed Female,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/Black,Adoption/Foster
Dog,Neutered Male,60,Boxer Mix,Boxer Mix,Tricolor,Adoption/
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/Partner
Dog,Spayed Female,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/
Cat,Neutered Male,270,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Brown Tabby,Return_to_owner/
Dog,Spayed Female,1460,Rat Terrier Mix,Rat Terrier Mix,Black/White,Transfer/Partner
Dog,Neutered Male,120,German Shepherd,Siberian Husky,Red/White,Adoption/
Cat,Intact Male,3,Domestic Shorthair Mix,Domestic Shorthair Mix,White,Transfer/Partner
Dog,Intact Male,2190,Dachshund,Dachshund,Blue Merle/White,Transfer/Partner
Dog,Spayed Female,60,Border Collie,Labrador Retriever,Black/White,Adoption/Foster
Cat,Intact Female,240,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/SCRP
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Intact Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/SCRP
Cat,Intact Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Adoption/
Dog,Intact Female,730,Pit Bull Mix,Pit Bull Mix,Fawn,Return_to_owner/
Dog,Neutered Male,120,Collie Smooth,Labrador Retriever,Tricolor,Adoption/
Cat,Intact Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/SCRP
Cat,Spayed Female,90,Siamese Mix,Siamese Mix,Lynx Point/White,Adoption/Foster
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Spayed Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/Foster
Dog,Neutered Male,1825,Plott Hound,Rhod Ridgeback,Brown Brindle,Adoption/
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Fawn/White,Return_to_owner/
Cat,Intact Female,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Dog,Spayed Female,300,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Adoption/
Dog,Neutered Male,730,Pointer,Labrador Retriever,Black/White,Transfer/Partner
Dog,Spayed Female,300,Anatol Shepherd,Great Pyrenees,White,Adoption/
Cat,Intact Male,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/Partner
Dog,Neutered Male,365,Anatol Shepherd,Anatol Shepherd,Fawn/Black,Return_to_owner/
Cat,Spayed Female,210,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Adoption/
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Brown/White,Adoption/Foster
Dog,Spayed Female,2555,Great Dane,Great Dane,Black/White,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Cat,Neutered Male,4380,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Euthanasia/Suffering
Dog,Intact Female,1095,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Tricolor,Transfer/Partner
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Dog,Spayed Female,730,Chinese Sharpei,Australian Cattle Dog,Red Tick/White,Adoption/
Dog,Intact Female,4380,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Return_to_owner/
Dog,Spayed Female,365,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black,Adoption/
Dog,Neutered Male,1095,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Transfer/Partner
Cat,Spayed Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Dog,Unknown,6,Labrador Retriever Mix,Labrador Retriever Mix,White,Transfer/Partner
Dog,Spayed Female,270,Rat Terrier Mix,Rat Terrier Mix,Tricolor,Return_to_owner/
Cat,Spayed Female,60,Domestic Longhair Mix,Domestic Longhair Mix,Black/White,Adoption/
Dog,Neutered Male,730,Akita,Pit Bull,Tan/White,Euthanasia/Aggressive
Dog,Neutered Male,2555,American Bulldog Mix,American Bulldog Mix,White,Return_to_owner/
Dog,Neutered Male,120,Labrador Retriever Mix,Labrador Retriever Mix,Blue,Transfer/Partner
Cat,Neutered Male,3650,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Dog,Spayed Female,1825,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Return_to_owner/
Dog,Spayed Female,730,Pointer,Labrador Retriever,Chocolate/White,Adoption/
Dog,Neutered Male,1825,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Adoption/
Cat,Neutered Male,150,Siamese Mix,Siamese Mix,Flame Point,Adoption/
Cat,Neutered Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Intact Male,365,Labrador Retriever,Labrador Retriever,Buff/Tan,Transfer/Partner
Cat,Neutered Male,120,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,Transfer/Partner
Dog,Spayed Female,730,Chihuahua Shorthair,Rat Terrier,White/Tan,Transfer/Partner
Dog,Intact Male,1095,Rottweiler Mix,Rottweiler Mix,Black/Tan,Euthanasia/Aggressive
Cat,Intact Male,28,Domestic Shorthair,Domestic Shorthair,Blue,Transfer/Partner
Cat,Unknown,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Intact Female,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Dog,Spayed Female,730,Labrador Retriever,Labrador Retriever,Black,Transfer/Partner
Dog,Neutered Male,365,Boxer Mix,Boxer Mix,Brown/White,Adoption/
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/Partner
Dog,Neutered Male,730,Jack Russell Terrier Mix,Jack Russell Terrier Mix,White/Tan,Adoption/
Dog,Intact Male,270,Pit Bull,Dogue De Bordeaux,Red/White,Return_to_owner/
Dog,Neutered Male,1095,Labrador Retriever,Chow Chow,Brown,Adoption/
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Euthanasia/Suffering
Dog,Neutered Male,730,Bernese Mountain Dog,Rottweiler,Tricolor,Adoption/
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/SCRP
Dog,Neutered Male,120,Plott Hound Mix,Plott Hound Mix,Brown Brindle/Red Tick,Transfer/Partner
Dog,Intact Male,1095,English Bulldog,English Bulldog,Brown Brindle,Return_to_owner/
Dog,Neutered Male,365,Pit Bull Mix,Pit Bull Mix,Brown/White,Transfer/Partner
Cat,Intact Male,30,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby/White,Transfer/Partner
Dog,Spayed Female,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White/Brown,Adoption/
Dog,Neutered Male,60,Labrador Retriever Mix,Labrador Retriever Mix,Black/Tan,Transfer/Partner
Dog,Spayed Female,3285,Chihuahua Shorthair,Chihuahua Shorthair,Brown,Return_to_owner/
Dog,Neutered Male,730,Pit Bull Mix,Pit Bull Mix,Brown,Adoption/
Dog,Spayed Female,180,Pointer Mix,Pointer Mix,White/Blue,Adoption/
Dog,Neutered Male,90,Chihuahua Longhair,Italian Greyhound,Tricolor,Adoption/
Dog,Neutered Male,30,Labrador Retriever,Blue Lacy,Chocolate/White,Adoption/Foster
Dog,Intact Female,365,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Black/Tan,Transfer/Partner
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Blue/White,Adoption/
Dog,Spayed Female,1095,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Return_to_owner/
Cat,Intact Male,60,Siamese Mix,Siamese Mix,Lilac Point,Adoption/
Dog,Spayed Female,730,American Staffordshire Terrier Mix,American Staffordshire Terrier Mix,Blue/White,Return_to_owner/
Dog,Neutered Male,730,Dachshund,Catahoula,Brown Brindle/White,Return_to_owner/
Dog,Neutered Male,60,Dachshund Wirehair Mix,Dachshund Wirehair Mix,Brown/Black,Adoption/
Cat,Spayed Female,4380,Domestic Longhair Mix,Domestic Longhair Mix,Tortie,Euthanasia/Suffering
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/SCRP
Dog,Intact Female,240,Labrador Retriever Mix,Labrador Retriever Mix,Black,Euthanasia/Suffering
Cat,Intact Female,3650,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Euthanasia/Suffering
Cat,Neutered Male,60,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,Adoption/
Dog,Neutered Male,90,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Buff/White,Adoption/
Dog,Neutered Male,365,Blue Lacy,Pit Bull,Blue/White,Return_to_owner/
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/SCRP
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Adoption/
Cat,Spayed Female,90,Siamese Mix,Siamese Mix,Lilac Point,Adoption/Foster
Dog,Spayed Female,2555,Miniature Poodle Mix,Miniature Poodle Mix,White,Adoption/
Dog,Spayed Female,730,Dachshund Mix,Dachshund Mix,Brown,Adoption/
Dog,Intact Female,120,Boxer Mix,Boxer Mix,Brown Brindle/White,Return_to_owner/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Orange Tabby,Adoption/
Cat,Spayed Female,730,Exotic Shorthair Mix,Exotic Shorthair Mix,White/Orange Tabby,Transfer/Partner
Cat,Spayed Female,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Cat,Intact Female,4,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Transfer/Partner
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/Foster
Cat,Spayed Female,150,Siamese Mix,Siamese Mix,Tortie Point,Adoption/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Transfer/Partner
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Dog,Spayed Female,365,Pit Bull Mix,Pit Bull Mix,Black/White,Euthanasia/Aggressive
Dog,Intact Male,30,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown/Black,Transfer/Partner
Dog,Spayed Female,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black/Tan,Return_to_owner/
Dog,Neutered Male,1095,Labrador Retriever,Chinese Sharpei,Black,Adoption/
Dog,Intact Male,2190,Basset Hound,Basset Hound,Tricolor,Return_to_owner/
Dog,Intact Male,240,Pit Bull Mix,Pit Bull Mix,White/Blue,Adoption/
Cat,Neutered Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Adoption/
Dog,Neutered Male,1095,Cocker Spaniel Mix,Cocker Spaniel Mix,Yellow,Return_to_owner/
Dog,Intact Male,28,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Return_to_owner/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Return_to_owner/
Dog,Intact Male,60,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Buff/White,Transfer/Partner
Dog,Intact Male,365,Dachshund,Chihuahua Shorthair,Black,Euthanasia/Suffering
Dog,Neutered Male,1825,Cocker Spaniel Mix,Cocker Spaniel Mix,Black,Return_to_owner/
Dog,Spayed Female,2555,Blue Lacy,Collie Smooth,Tricolor,Return_to_owner/
Cat,Spayed Female,60,Domestic Longhair Mix,Domestic Longhair Mix,Blue,Adoption/Foster
Dog,Neutered Male,1095,Pit Bull Mix,Pit Bull Mix,Black/White,Return_to_owner/
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Adoption/
Dog,Neutered Male,2190,Miniature Poodle Mix,Miniature Poodle Mix,Buff,Adoption/
Dog,Intact Female,60,Labrador Retriever Mix,Labrador Retriever Mix,Chocolate/White,Transfer/Partner
Dog,Neutered Male,730,Pit Bull Mix,Pit Bull Mix,White/Brown,others
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Transfer/Partner
Cat,Intact Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/SCRP
Dog,Spayed Female,730,Black,Tan Hound Mix,Black/Tan,Return_to_owner/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/Foster
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Cat,Neutered Male,2920,Siamese Mix,Siamese Mix,Lynx Point,others
Dog,Unknown,7,Labrador Retriever Mix,Labrador Retriever Mix,White,Transfer/Partner
Dog,Neutered Male,4380,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White,Return_to_owner/
Dog,Spayed Female,365,Pit Bull Mix,Pit Bull Mix,Chocolate/White,Return_to_owner/
Dog,Spayed Female,4015,Norfolk Terrier,Border Terrier,Cream,Return_to_owner/
Cat,Intact Female,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Transfer/Partner
Dog,Neutered Male,730,Border Collie Mix,Border Collie Mix,Black/White,Return_to_owner/
Dog,Neutered Male,730,German Shepherd Mix,German Shepherd Mix,Black/Tan,Transfer/Partner
Dog,Neutered Male,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Adoption/
Dog,Neutered Male,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Return_to_owner/
Cat,Unknown,5,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Cat,Intact Male,21,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Brown Tabby,Euthanasia/Suffering
Dog,Spayed Female,300,Jack Russell Terrier Mix,Jack Russell Terrier Mix,Tricolor,Adoption/
Cat,Spayed Female,2555,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Return_to_owner/
Dog,Neutered Male,2555,Pit Bull Mix,Pit Bull Mix,Red/White,Return_to_owner/
Dog,Intact Male,1095,Siberian Husky,Siberian Husky,Black/White,Return_to_owner/
Dog,Spayed Female,730,Scottish Terrier,Cairn Terrier,Black,Return_to_owner/
Cat,Neutered Male,730,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby,Return_to_owner/
Dog,Spayed Female,365,Labrador Retriever Mix,Labrador Retriever Mix,Red,Return_to_owner/
Cat,Spayed Female,150,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Cat,Unknown,240,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/SCRP
Cat,Intact Male,90,Domestic Longhair Mix,Domestic Longhair Mix,Brown Tabby,Adoption/Foster
Dog,Neutered Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Adoption/
Cat,Spayed Female,120,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Tortie/White,Adoption/
Cat,Intact Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Transfer/SCRP
Dog,Neutered Male,365,Pit Bull Mix,Pit Bull Mix,Tan/White,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Dog,Spayed Female,240,Labrador Retriever Mix,Labrador Retriever Mix,Black,Adoption/
Cat,Intact Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Transfer/SCRP
Dog,Neutered Male,1825,Chihuahua Longhair Mix,Chihuahua Longhair Mix,Cream,Return_to_owner/
Dog,Intact Female,28,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White,Transfer/Partner
Dog,Spayed Female,1095,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Return_to_owner/
Dog,Spayed Female,1095,Pit Bull Mix,Pit Bull Mix,Black/White,Adoption/
Dog,Spayed Female,60,Border Collie Mix,Border Collie Mix,Tricolor,Adoption/
Dog,Intact Male,90,Pit Bull Mix,Pit Bull Mix,White/Brown,Transfer/Partner
Dog,Intact Female,3650,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Black/Tricolor,Return_to_owner/
Dog,Neutered Male,1825,American Bulldog Mix,American Bulldog Mix,Tan,Return_to_owner/
Cat,Intact Male,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Neutered Male,2555,Boxer,Boxer,Brown/White,Transfer/Partner
Dog,Spayed Female,365,Miniature Poodle,Miniature Poodle,Apricot,Return_to_owner/
Cat,Intact Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Cat,Neutered Male,1460,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Return_to_owner/
Dog,Intact Female,1095,Jack Russell Terrier Mix,Jack Russell Terrier Mix,White/Brown,Return_to_owner/
Dog,Neutered Male,30,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/Black,Adoption/Foster
Cat,Intact Female,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Unknown,6,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Spayed Female,365,German Shepherd Mix,German Shepherd Mix,Tan/Black,Return_to_owner/
Cat,Intact Female,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Transfer/Partner
Cat,Spayed Female,2920,Russian Blue Mix,Russian Blue Mix,Blue,Return_to_owner/
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie/White,Transfer/Partner
Dog,Neutered Male,3650,Doberman Pinsch,Doberman Pinsch,Black/Tan,Return_to_owner/
Cat,Neutered Male,120,Devon Rex Mix,Devon Rex Mix,Cream,Return_to_owner/
Dog,Neutered Male,1095,Treeing Walker Coonhound Mix,Treeing Walker Coonhound Mix,Tricolor,Return_to_owner/
Dog,Intact Male,730,Australian Cattle Dog,Labrador Retriever,Black,Transfer/Partner
Dog,Spayed Female,2920,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Sable,Return_to_owner/
Dog,Spayed Female,1095,Yorkshire Terrier,Maltese,White/Gray,Adoption/
Dog,Neutered Male,270,Rhod Ridgeback,Labrador Retriever,Red/Tan,Adoption/
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/
