parents,has+AF8-nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
usual,proper,complete,more,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completemoreless+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,less+AF8-conv,inconv,problematic,recommended,usualproper,completemoreless+AF8-convinconv,problematicrecommended,priority
usual,proper,complete,more,less+AF8-conv,inconv,problematic,priority,usualproper,completemoreless+AF8-convinconv,problematicpriority,priority
usual,proper,complete,more,less+AF8-conv,inconv,problematic,not+AF8-recom,usualproper,completemoreless+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,convenient,nonprob,recommended,usualproper,completemorecriticalconvenient,nonprobrecommended,priority
usual,proper,complete,more,critical,convenient,nonprob,priority,usualproper,completemorecriticalconvenient,nonprobpriority,priority
usual,proper,complete,more,critical,convenient,nonprob,not+AF8-recom,usualproper,completemorecriticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,convenient,slightly+AF8-prob,recommended,usualproper,completemorecriticalconvenient,slightly+AF8-probrecommended,priority
usual,proper,complete,more,critical,convenient,slightly+AF8-prob,priority,usualproper,completemorecriticalconvenient,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,convenient,slightly+AF8-prob,not+AF8-recom,usualproper,completemorecriticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,convenient,problematic,recommended,usualproper,completemorecriticalconvenient,problematicrecommended,priority
usual,proper,complete,more,critical,convenient,problematic,priority,usualproper,completemorecriticalconvenient,problematicpriority,priority
usual,proper,complete,more,critical,convenient,problematic,not+AF8-recom,usualproper,completemorecriticalconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completemorecriticalinconv,nonprobrecommended,priority
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completemorecriticalinconv,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completemorecriticalinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completemorecriticalinconv,slightly+AF8-probrecommended,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completemorecriticalinconv,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completemorecriticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completemorecriticalinconv,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completemorecriticalinconv,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completemorecriticalinconv,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed1convenientconvenient,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed1convenientconvenient,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed1convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed1convenientconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed1convenientconvenient,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed1convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed1convenientconvenient,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed1convenientconvenient,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed1convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed1convenientinconv,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed1convenientinconv,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed1convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed1convenientinconv,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed1convenientinconv,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed1convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed1convenientinconv,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed1convenientinconv,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed1convenientinconv,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed1less+AF8-convconvenient,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed1less+AF8-convconvenient,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed1less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed1less+AF8-convconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed1less+AF8-convconvenient,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed1less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed1less+AF8-convconvenient,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed1less+AF8-convconvenient,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed1less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed1less+AF8-convinconv,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed1less+AF8-convinconv,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed1less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed1less+AF8-convinconv,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed1less+AF8-convinconv,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed1less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed1less+AF8-convinconv,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed1less+AF8-convinconv,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed1less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed1criticalconvenient,nonprobrecommended,priority
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed1criticalconvenient,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed1criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed1criticalconvenient,slightly+AF8-probrecommended,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed1criticalconvenient,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed1criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed1criticalconvenient,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed1criticalconvenient,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed1criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed1criticalinconv,nonprobrecommended,priority
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed1criticalinconv,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed1criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed1criticalinconv,slightly+AF8-probrecommended,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed1criticalinconv,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed1criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed1criticalinconv,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed1criticalinconv,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed1criticalinconv,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed2convenientconvenient,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed2convenientconvenient,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed2convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed2convenientconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed2convenientconvenient,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed2convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed2convenientconvenient,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed2convenientconvenient,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed2convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed2convenientinconv,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed2convenientinconv,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed2convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed2convenientinconv,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed2convenientinconv,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed2convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed2convenientinconv,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed2convenientinconv,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed2convenientinconv,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed2less+AF8-convconvenient,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed2less+AF8-convconvenient,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed2less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed2less+AF8-convconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed2less+AF8-convconvenient,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed2less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed2less+AF8-convconvenient,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed2less+AF8-convconvenient,problematicpriority,priority
usual,proper,complete,more,critical,inconv,problematic,not+AF8-recom,usualproper,completed2less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usualproper,completed2less+AF8-convinconv,nonprobrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usualproper,completed2less+AF8-convinconv,nonprobpriority,priority
usual,proper,complete,more,critical,inconv,nonprob,not+AF8-recom,usualproper,completed2less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,recommended,usualproper,completed2less+AF8-convinconv,slightly+AF8-probrecommended,very+AF8-recom
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,priority,usualproper,completed2less+AF8-convinconv,slightly+AF8-probpriority,priority
usual,proper,complete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualproper,completed2less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usualproper,completed2less+AF8-convinconv,problematicrecommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usualproper,completed2less+AF8-convinconv,problematicpriority,priority
